Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
251620_at	MTP8		3	-21497633	AT3G58060	824975	11500563, 15539473, 16844841, 16998091, 17409091, 17559518, 18772308, 26668333, 27118254, 28461400, 28744713, 28887568, 33676025	GO:0005384: manganese ion transmembrane transporter activity, GO:0005384: manganese ion transmembrane transporter activity, GO:0005634: nucleus, GO:0006826: iron ion transport, GO:0008324: cation transmembrane transporter activity, GO:0009705: plant-type vacuole membrane, GO:0009845: seed germination, GO:0016020: membrane, GO:0035618: root hair, GO:0048316: seed development, GO:0071421: manganese ion transmembrane transport, GO:0097577: sequestering of iron ion	
250832_at	ATNAS1, NAS1	Encodes a nicotianamide synthase., Encodes a nicotianamide synthase.	5, 5	-1457641	AT5G04950	830377	11351099, 13129917, 12953064, 14690510, 15047898, 15272873, 15539473, 15584951, 15531708, 16844841, 16998091, 19304929, 20627899, 21592396, 22184655, 22374397, 22639605, 22706286, 24111973, 24704865, 26560141, 28761150, 31168664, 33405355	GO:0009555: pollen development, GO:0009860: pollen tube growth, GO:0010233: phloem transport, GO:0030410: nicotianamine synthase activity, GO:0030410: nicotianamine synthase activity, GO:0030418: nicotianamine biosynthetic process, GO:0030418: nicotianamine biosynthetic process	
257689_at	AtMYB10, MYB10	Member of the R2R3 factor gene family., Member of the R2R3 factor gene family.	3, 3	-4073855	AT3G12820	820464	9839469, 11118137, 11597504, 12912986, 15078338, 15489280, 15539473, 16463103, 24278034, 31776249	GO:0003700: DNA-binding transcription factor activity, GO:0005634: nucleus, GO:0005634: nucleus, GO:0009646: response to absence of light, GO:0009723: response to ethylene, GO:0010043: response to zinc ion, GO:0010468: regulation of gene expression, GO:0046686: response to cadmium ion, GO:1990532: stress response to nickel ion, GO:1990641: response to iron ion starvation, GO:1990641: response to iron ion starvation	
245296_at	ATOPT3, OPT3	Encodes an oligopeptide transporter involved in  metal homeostasis., Encodes an oligopeptide transporter involved in  metal homeostasis.	4, 4	-9247302	AT4G16370	827332	8776904, 7919993, 11788749, 12417702, 13129917, 16151844, 17566055, 18083798, 20978802, 24867923, 27707774, 24880337, 29520929, 29669129, 30254659, 31334862, 31354776, 31776249	GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0006875: cellular metal ion homeostasis, GO:0009506: plasmodesma, GO:0016020: membrane, GO:0035673: oligopeptide transmembrane transporter activity, GO:0035673: oligopeptide transmembrane transporter activity, GO:0046915: transition metal ion transmembrane transporter activity, GO:0055072: iron ion homeostasis, GO:1990388: xylem-to-phloem iron transport	
247483_at			5	25064793	AT5G62420	836363	17061125, 17662035	GO:0004032: alditol:NADP+ 1-oxidoreductase activity, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0010035: response to inorganic substance	
251545_at	ATMTP3, ATMTPA2, MTP3, MTPA2	Member of Zinc transporter (ZAT) family. Contributes to basic cellular Zn tolerance and controls Zn partitioning, particularly under conditions of high  rates of Zn influx into the root symplasm. Localizes to  the vacuolar membrane., Member of Zinc transporter (ZAT) family. Contributes to basic cellular Zn tolerance and controls Zn partitioning, particularly under conditions of high  rates of Zn influx into the root symplasm. Localizes to  the vacuolar membrane., Member of Zinc transporter (ZAT) family. Contributes to basic cellular Zn tolerance and controls Zn partitioning, particularly under conditions of high  rates of Zn influx into the root symplasm. Localizes to  the vacuolar membrane., Member of Zinc transporter (ZAT) family. Contributes to basic cellular Zn tolerance and controls Zn partitioning, particularly under conditions of high  rates of Zn influx into the root symplasm. Localizes to  the vacuolar membrane.	3, 3, 3, 3	21749966, 21749966	AT3G58810	825050	11274055, 11500563, 15215502, 15255871, 15539473, 16258017, 16709200, 16998091, 22184655, 22374397, 29667322	GO:0005385: zinc ion transmembrane transporter activity, GO:0005773: vacuole, GO:0005773: vacuole, GO:0005886: plasma membrane, GO:0008324: cation transmembrane transporter activity, GO:0009507: chloroplast, GO:0009705: plant-type vacuole membrane, GO:0010043: response to zinc ion, GO:0010299: detoxification of cobalt ion, GO:0010312: detoxification of zinc ion, GO:0010312: detoxification of zinc ion, GO:0015103: inorganic anion transmembrane transporter activity, GO:0071577: zinc ion transmembrane transport	
262412_at	GF14, GRF11, RHS5	Encodes a 14-3-3 protein. Binds H+-ATPase in response to blue light., Encodes a 14-3-3 protein. Binds H+-ATPase in response to blue light., Encodes a 14-3-3 protein. Binds H+-ATPase in response to blue light.	1, 1, 1	-12743722, -12743722	AT1G34760	840380	10631267, 10836149, 15539473, 15821287, 16407442, 17598127, 19448035, 20736450, 22253603, 23252371, 23512855, 28422008, 33274450	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0005737: cytoplasm, GO:0007165: signal transduction, GO:0016597: amino acid binding, GO:0045309: protein phosphorylated amino acid binding, GO:0051117: ATPase binding	
258551_at			3	2176788	AT3G06890	819874	15539473, 17565617, 18252252, 18567831	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0006970: response to osmotic stress, GO:0009611: response to wounding, GO:0009863: salicylic acid mediated signaling pathway, GO:0010035: response to inorganic substance, GO:0010200: response to chitin, GO:0031347: regulation of defense response, GO:0033993: response to lipid, GO:0042742: defense response to bacterium, GO:0050832: defense response to fungus, GO:0098771: inorganic ion homeostasis	
264710_at	COBL6		1	-3168482	AT1G09790	837508	12068095, 12376623, 12805588, 14671020, 15539473, 16790430, 20226671	GO:0003674: molecular_function, GO:0005886: plasma membrane, GO:0010215: cellulose microfibril organization, GO:0016020: membrane, GO:0052324: plant-type cell wall cellulose biosynthetic process	
254571_at	MWL-2		4	-10566068	AT4G19370	827678	15539473, 18650403, 26930070	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0005886: plasma membrane, GO:0009808: lignin metabolic process, GO:0016020: membrane	
246998_at	CGLD27		5	-26877272	AT5G67370	836872	15531708, 23043051, 23888164, 27462337, 31776249	GO:0003674: molecular_function, GO:0009507: chloroplast, GO:1990641: response to iron ion starvation, GO:1990641: response to iron ion starvation	
252502_at	COPT2	encodes a member of copper transporter family and functionally complements a high affinity copper transporter mutant in yeast	3	17268700	AT3G46900	823843	12650623, 13129917, 12969422, 15539473, 16460505, 17337631, 18258690, 18775970, 18631293, 20117084, 23487432, 23766354, 23835944, 26516126, 26734017, 26890490, 28900233, 29114014, 30043153, 33464620, 33568283	GO:0005375: copper ion transmembrane transporter activity, GO:0005375: copper ion transmembrane transporter activity, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006878: cellular copper ion homeostasis, GO:0015089: high-affinity copper ion transmembrane transporter activity, GO:0098705: copper ion import across plasma membrane	
259632_at	ATNAS4, NAS4	Encodes a protein with nicotianamine synthase activity., Encodes a protein with nicotianamine synthase activity.	1, 1	21136835	AT1G56430	842096	14690510, 14690509, 15531708, 16844841, 16998091, 17061125, 17233795, 17411438, 18650403, 18783601, 18772308, 19304929, 20675571, 21592396, 22374397, 22639605, 22706286, 23759098, 24704865, 24278034, 28744713, 29667322, 30782964, 31776249, 32351167, 32817691	GO:0005634: nucleus, GO:0009555: pollen development, GO:0009860: pollen tube growth, GO:0010233: phloem transport, GO:0030410: nicotianamine synthase activity, GO:0030418: nicotianamine biosynthetic process	
254534_at	ATIRT2, IRT2	encodes an iron transporter whose expression is induced by iron and zinc deficiency. Gene is specifically expressed in the external cell layers of the root subapical zone., encodes an iron transporter whose expression is induced by iron and zinc deficiency. Gene is specifically expressed in the external cell layers of the root subapical zone.	4, 4	10703348, 10703348	AT4G19680	827712	11389759, 11500563, 12207649, 12374293, 13129917, 14690510, 15539473, 15584951, 15531708, 16766693, 16911220, 16998091, 17061125, 17014743, 17404382, 19252923, 21219335, 22184655, 22253603, 25289518, 30255457, 34057037	GO:0005381: iron ion transmembrane transporter activity, GO:0005381: iron ion transmembrane transporter activity, GO:0005385: zinc ion transmembrane transporter activity, GO:0005385: zinc ion transmembrane transporter activity, GO:0005886: plasma membrane, GO:0006826: iron ion transport, GO:0006829: zinc ion transport, GO:0016020: membrane, GO:0071577: zinc ion transmembrane transport	
248270_at	FBN11, ORG1		5, 5	21688773, 21688763	AT5G53450	835426	12913170, 12887587, 14576160, 15247402, 17233795, 17293567, 21245191, 21477822, 31776249, 33922967	GO:0004672: protein kinase activity, GO:0004693: cyclin-dependent protein serine/threonine kinase activity, GO:0005524: ATP binding, GO:0005634: nucleus, GO:0005739: mitochondrion, GO:0006468: protein phosphorylation, GO:0006468: protein phosphorylation, GO:0006970: response to osmotic stress, GO:0008353: RNA polymerase II CTD heptapeptide repeat kinase activity, GO:0009507: chloroplast, GO:0016592: mediator complex	
264751_at	ATFRO3, FRO3	Encodes a ferric chelate reductase whose transcription is regulated by FIT1.  Expressed in the root, shoot, flower and cotyledon., Encodes a ferric chelate reductase whose transcription is regulated by FIT1.  Expressed in the root, shoot, flower and cotyledon.	1, 1	-8149868, -8150070	AT1G23020	838910	10067892, 12169696, 12885779, 12913156, 13129917, 14690509, 14722088, 15047898, 15235117, 15489280, 15546358, 15531708, 16006655, 16998091, 20736450, 20724023, 20675571, 20978802, 22374397, 24711810, 31776249, 32351167	GO:0000293: ferric-chelate reductase activity, GO:0000293: ferric-chelate reductase activity, GO:0005886: plasma membrane, GO:0016491: oxidoreductase activity	
249636_at	BGLU42		5	-14541718, -14541289	AT5G36890	833656	15539473, 16367961, 15604686, 20627899, 23517122, 25138267, 29555787, 29686086	GO:0005829: cytosol, GO:0008422: beta-glucosidase activity, GO:0009507: chloroplast, GO:0009617: response to bacterium, GO:0009866: induced systemic resistance, ethylene mediated signaling pathway, GO:0019748: secondary metabolic process, GO:0030245: cellulose catabolic process, GO:0031349: positive regulation of defense response, GO:0102483: scopolin beta-glucosidase activity, GO:1990641: response to iron ion starvation	
250828_at			5	-1556987	AT5G05250	830407	15272873, 15632092, 16998091, 21637781, 23682113	GO:0003674: molecular_function, GO:0043436: oxoacid metabolic process, GO:0065008: regulation of biological quality	
262218_at	BTSL1		1	-28089172	AT1G74770	843816	15287975, 28620661, 31413196, 31776249, 31776233	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0006879: cellular iron ion homeostasis, GO:0008270: zinc ion binding, GO:0033212: iron import into cell, GO:0034756: regulation of iron ion transport, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0061630: ubiquitin protein ligase activity, GO:0061630: ubiquitin protein ligase activity, GO:0098711: iron ion import across plasma membrane	
248978_at	AtPP2-A8, PP2-A8		5, 5	-18187630	AT5G45070	834538	12366802, 12529520, 15287975, 28724081	GO:0005737: cytoplasm, GO:0007165: signal transduction, GO:0030246: carbohydrate binding, GO:0043436: oxoacid metabolic process, GO:0050135: NAD(P)+ nucleosidase activity, GO:0061809: NAD+ nucleotidase, cyclic ADP-ribose generating, GO:0098771: inorganic ion homeostasis	
262217_at	BTSL1		1	-28089172	AT1G74770	843816	15287975, 28620661, 31413196, 31776249, 31776233	GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006511: ubiquitin-dependent protein catabolic process, GO:0006879: cellular iron ion homeostasis, GO:0008270: zinc ion binding, GO:0033212: iron import into cell, GO:0034756: regulation of iron ion transport, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0043161: proteasome-mediated ubiquitin-dependent protein catabolic process, GO:0061630: ubiquitin protein ligase activity, GO:0061630: ubiquitin protein ligase activity, GO:0098711: iron ion import across plasma membrane	
267327_at	PUB34		2	-8404764	AT2G19410	816460	15539473, 29237060	GO:0004842: ubiquitin-protein transferase activity, GO:0005634: nucleus, GO:0006468: protein phosphorylation	
252364_at			3	-17943933	AT3G48450	824004	15539473, 18775970, 23054470	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0005886: plasma membrane, GO:0009611: response to wounding, GO:0009753: response to jasmonic acid, GO:0016053: organic acid biosynthetic process, GO:0048638: regulation of developmental growth, GO:0051239: regulation of multicellular organismal process, GO:0098542: defense response to other organism, GO:1901605: alpha-amino acid metabolic process, GO:2000241: regulation of reproductive process	
246860_at			5	-9010643	AT5G25840	832653		GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009888: tissue development, GO:0065003: protein-containing complex assembly	
245076_at	GH3.3	encodes an IAA-amido synthase that conjugates Asp and other amino acids to auxin in vitro.	2	-9863855	AT2G23170	816849	12805634, 14581632, 14648238, 15086809, 15047898, 15469491, 15659623, 15829601, 12893885, 15960621, 16024589, 16243906, 16317577, 16377752, 16371470, 16553894, 16673935, 16648215, 16901781, 17076805, 17172353, 17259265, 17220200, 17581762, 17675404, 17885085, 18650403, 18805992, 22374398, 22730403, 23858430, 24479837, 28981783, 29604522, 31036755, 32272759, 33894579	GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0010252: auxin homeostasis, GO:0010279: indole-3-acetic acid amido synthetase activity, GO:0016881: acid-amino acid ligase activity	04075: 04075
248719_at	ATRBOHD, DELT1, RBOHD	NADPH/respiratory burst oxidase protein D (RbohD).Interacts with AtrbohF gene to fine tune the spatial control of ROI production and hypersensitive response to cell in and around infection site., NADPH/respiratory burst oxidase protein D (RbohD).Interacts with AtrbohF gene to fine tune the spatial control of ROI production and hypersensitive response to cell in and around infection site., NADPH/respiratory burst oxidase protein D (RbohD).Interacts with AtrbohF gene to fine tune the spatial control of ROI production and hypersensitive response to cell in and around infection site.	5, 5, 5	19397041	AT5G47910	834842	11756663, 15608336, 15705948, 15923322, 16170317, 16367958, 16428598, 16415066, 16913867, 17160388, 17317660, 17651370, 17601167, 18218618, 18212028, 18643991, 18790995, 19170932, 19321706, 19574254, 19704701, 19690331, 19690149, 19726575, 20023407, 20163553, 20592040, 20876608, 20820881, 20615112, 20955078, 20951600, 21071853, 21205037, 21261469, 21447999, 21421415, 21419340, 21492976, 21546454, 21707649, 21668535, 21856300, 21940718, 21937678, 22007023, 22001402, 21985584, 21984648, 22155845, 22138967, 21802603, 22437147, 22422940, 22408091, 22645532, 22730426, 22788984, 23095998, 23264520, 23341360, 23314084, 23441575, 23400703, 23365132, 23448237, 23500715, 23580750, 22751316, 23709674, 23650383, 23649257, 23952703, 23940555, 24033256, 24245741, 24088017, 24477528, 24444075, 24372484, 23963673, 24098330, 24085708, 24510762, 24502504, 24629339, 24755455, 24714570, 24699527, 24630626, 25399352, 25521759, 25462961, 25704231, 26039480, 26180024, 27247031, 26432875, 26649488, 26704641, 26765289, 26798024, 27085087, 27261066, 27251529, 27288360, 27269509, 27398933, 27494702, 25826261, 27837091, 27909046, 27925401, 28018388, 28134437, 28164334, 28254779, 28337518, 28455839, 28537474, 28698136, 28696275, 28716423, 28716416, 28827453, 29071531, 29166881, 29163585, 29301018, 29398214, 29438048, 29463779, 29576081, 29868082, 29891679, 30013580, 30097007, 30188766, 30218537, 30212650, 30238451, 30300945, 30387369, 30426643, 30796836, 30873191, 30963238, 31067654, 31318449, 31379894, 31379142, 31490027, 31488841, 31519798, 31515446, 31666300, 32005378, 32034035, 32059380, 32086363, 32234220, 32296141, 32290990, 32530625, 32519347, 32605179, 32680933, 32695131, 32910883, 32938754, 33101341, 33210579, 33198167, 33622982, 33692546, 33770168, 33756120, 33755206, 33830252, 33920993, 34063040	GO:0000293: ferric-chelate reductase activity, GO:0005509: calcium ion binding, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005794: Golgi apparatus, GO:0005886: plasma membrane, GO:0005886: plasma membrane, GO:0006952: defense response, GO:0007231: osmosensory signaling pathway, GO:0009408: response to heat, GO:0009536: plastid, GO:0009611: response to wounding, GO:0016174: NAD(P)H oxidase H2O2-forming activity, GO:0016174: NAD(P)H oxidase H2O2-forming activity, GO:0016174: NAD(P)H oxidase H2O2-forming activity, GO:0033500: carbohydrate homeostasis, GO:0043069: negative regulation of programmed cell death, GO:0050832: defense response to fungus, GO:0071456: cellular response to hypoxia, GO:0072593: reactive oxygen species metabolic process, GO:0072593: reactive oxygen species metabolic process, GO:0072593: reactive oxygen species metabolic process	04626: 04626
250952_at	ATIREG2, FPN2, IREG2	Encodes FPN2, a tonoplast localized nickel transport protein. FPN2 is one of the Arabidopsis orthologs (AT2G38460/IREG1/FPN1 and AT5G03570/IREG2/FPN2) the iron efflux transporter ferroportin (FPN) identified in animals., Encodes FPN2, a tonoplast localized nickel transport protein. FPN2 is one of the Arabidopsis orthologs (AT2G38460/IREG1/FPN1 and AT5G03570/IREG2/FPN2) the iron efflux transporter ferroportin (FPN) identified in animals., Encodes FPN2, a tonoplast localized nickel transport protein. FPN2 is one of the Arabidopsis orthologs (AT2G38460/IREG1/FPN1 and AT5G03570/IREG2/FPN2) the iron efflux transporter ferroportin (FPN) identified in animals.	5, 5, 5	903470, 903756	AT5G03570	831787	15539473, 16790430, 16998091, 18775970, 18772308, 22184655, 29667322, 33884692	GO:0000041: transition metal ion transport, GO:0005381: iron ion transmembrane transporter activity, GO:0006824: cobalt ion transport, GO:0006826: iron ion transport, GO:0006826: iron ion transport, GO:0009705: plant-type vacuole membrane, GO:0010106: cellular response to iron ion starvation, GO:0015087: cobalt ion transmembrane transporter activity, GO:0015099: nickel cation transmembrane transporter activity, GO:0015675: nickel cation transport, GO:0034755: iron ion transmembrane transport, GO:0035444: nickel cation transmembrane transport, GO:0055068: cobalt ion homeostasis	
249752_at	LSU2		5	-8443279	AT5G24660	832538	15842617, 16183833, 18305208, 18775970, 20147370, 21798943, 22383539, 23517122, 25628631, 31529017	GO:0002229: defense response to oomycetes, GO:0005515: protein binding, GO:0005634: nucleus, GO:0009651: response to salt stress, GO:0009658: chloroplast organization, GO:0010438: cellular response to sulfur starvation, GO:0031347: regulation of defense response, GO:0042742: defense response to bacterium, GO:0045893: positive regulation of DNA-templated transcription, GO:0047484: regulation of response to osmotic stress, GO:0098869: cellular oxidant detoxification	
251480_at			3	-22054937	AT3G59710	825140	15333753, 16299171, 16453058	GO:0005737: cytoplasm, GO:0006721: terpenoid metabolic process, GO:0006979: response to oxidative stress, GO:0008610: lipid biosynthetic process, GO:0009414: response to water deprivation, GO:0009611: response to wounding, GO:0009737: response to abscisic acid, GO:0009753: response to jasmonic acid, GO:0010015: root morphogenesis, GO:0031347: regulation of defense response, GO:0046394: carboxylic acid biosynthetic process, GO:0090558: plant epidermis development, GO:0098542: defense response to other organism	
